discussions_count,comments_count,movie_count,screenshot_count,awards_count,file_size_mb,change_notes,certified_compatible,creator_count,featured_collection_count,visitors_count,favorites_count,accepted,class_count,class_scout,class_soldier,class_pyro,class_demoman,class_heavy,class_engineer,class_medic,class_sniper,class_spy,item_slot_headgear,item_slot_weapon,item_slot_taunt,item_slot_misc,submitted_by_submitter
2,361,0,3,0,5.475,4,1,2,59,17934,1001,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
0,4,0,3,3,3.7720000000000002,1,1,3,15,1363,158,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,426.0
0,3,0,3,1,5.954,1,1,3,13,926,112,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,426.0
0,16,0,2,0,5.018,1,1,1,11,1237,57,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0,119,0,12,0,2.247,1,0,2,27,2827,234,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0
2,233,0,3,0,3.882,2,1,1,121,5004,547,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
0,5,0,4,0,0.14200000000000002,1,0,1,4,763,11,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0
2,60,0,3,0,6.6129999999999995,4,1,1,48,2785,242,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0
0,1,1,2,0,0.004,1,0,2,11,1528,54,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,263.0
0,50,0,2,0,5.302,1,0,1,18,2393,138,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,1,0,0,0,6.911,1,1,4,5,1791,44,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0
1,4,1,2,0,0.005,2,0,2,26,3463,212,0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,96.0
1,21,0,3,8,7.774,7,1,1,23,4694,342,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,64.0
0,7,1,1,0,0.004,1,0,1,11,1853,72,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,263.0
2,63,0,2,0,5.12,1,1,1,53,3475,303,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,430.0
0,6,0,3,0,5.336,1,1,1,6,1428,56,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,3,1,4,0,0.006,1,0,1,14,2079,86,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,263.0
0,2,0,5,0,6.418,1,1,4,14,1374,146,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,430.0
0,0,0,5,0,5.87,1,1,4,10,1004,107,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,430.0
0,9,0,4,0,4.976,1,1,3,13,1950,128,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,154.0
3,83,0,5,0,2.9210000000000003,1,1,1,31,3727,295,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0
0,5,0,0,0,3.548,1,1,1,2,1031,22,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0
0,6,0,3,2,5.492,2,1,1,13,2218,111,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0
0,2,0,2,0,6.449,1,1,1,2,1524,45,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0
2,7,1,3,0,10.964,1,1,3,16,1585,100,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0
22,67,0,8,23,8.336,5,0,2,165,31588,1507,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,111.0
0,30,0,5,0,5.452,1,1,3,38,3024,252,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0,12,1,2,1,0.20700000000000002,1,0,2,11,2173,131,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,96.0
0,8,0,20,0,2.6189999999999998,1,0,1,10,1596,80,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
10,63,0,5,103,5.161,1,1,4,58,14783,1116,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0
0,53,0,2,0,5.825,1,1,1,29,1978,154,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,20.0
2,4,0,4,2,6.84,2,1,5,31,1863,184,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,266.0
7,423,0,4,0,4.442,1,1,1,375,14824,1588,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0
0,4,0,4,0,6.939,2,1,5,21,1690,208,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266.0
0,4,0,4,1,7.169,2,1,5,28,2196,231,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266.0
1,1,1,5,1,0.10200000000000001,1,0,2,11,1751,70,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,263.0
0,19,0,4,0,5.561,2,1,1,9,1702,87,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
0,2,0,2,0,5.015,5,1,1,6,1156,42,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0
0,6,0,4,1,6.907,1,1,2,44,6054,426,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,430.0
0,12,0,2,0,3.15,1,1,1,4,1234,27,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,84.0
0,9,0,5,0,4.406,4,1,1,6,918,35,0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.0
3,87,0,5,1,5.138,6,1,2,80,6008,549,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0
3,42,0,0,1,1.927,1,0,2,15,2291,99,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
8,12,1,2,5,5.35,1,1,3,27,4090,266,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,172.0
0,33,0,9,0,6.671,1,1,2,41,3015,280,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0
0,17,0,8,0,3.982,1,1,2,19,2197,191,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0
1,6,1,3,2,0.005,1,0,2,20,2497,131,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,263.0
0,3,0,5,0,6.52,1,1,3,9,507,76,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,139.0
0,1,0,5,0,6.897,1,1,3,14,835,135,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,139.0
3,5,0,7,0,13.076,1,1,3,18,714,121,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,139.0
0,3,0,6,0,6.629,1,1,2,7,962,91,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,209.0
1,6,0,6,0,6.84,1,1,2,11,893,117,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0
0,10,0,6,1,6.842,1,1,2,18,2071,245,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0
1,1,0,6,0,6.769,1,1,2,11,1142,132,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0
5,18,0,6,2,5.461,3,1,3,23,2901,265,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
1,14,1,6,2,10.007,3,1,6,30,3534,215,0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0
2,1,0,6,0,11.58,2,1,1,11,1659,87,0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,139.0
0,16,0,3,0,3.717,3,1,1,11,1809,95,0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0
0,163,0,4,0,5.562,1,1,1,123,7679,772,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266.0
3,18,1,2,1,0.041,1,0,2,25,3902,199,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,263.0
0,0,0,5,2,1.487,1,0,2,21,1987,113,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,59.0
0,1,0,7,0,0.683,1,0,1,10,1321,46,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0
2,15,0,4,1,7.7,1,1,3,30,2950,265,0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0
14,1085,1,2,1,1.456,1,0,1,391,65211,2460,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0
2,126,0,4,0,4.41,1,0,1,3,3247,149,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0
0,79,0,17,0,3.798,1,0,1,19,2187,69,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
0,4,0,4,0,9.331,1,0,1,17,604,63,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,195.0
0,5,0,4,2,6.761,1,1,3,11,2453,134,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73.0
0,1,0,12,0,0.317,1,0,1,10,1193,32,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0
0,11,0,2,0,4.432,2,0,1,9,1070,36,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0,0,0,0,0,6.936,1,1,4,11,1698,61,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266.0
1,1,0,0,0,6.401,1,1,4,9,1665,38,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,266.0
0,5,0,5,0,5.475,1,1,3,18,981,129,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,426.0
0,0,0,0,0,6.812,1,1,3,7,250,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,426.0
0,0,0,0,0,6.813,1,1,3,6,186,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,426.0
0,7,0,5,1,6.86,1,1,3,34,2346,284,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,426.0
0,5,0,5,1,6.752,1,1,3,20,1481,154,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,426.0
1,3,1,3,0,0.004,1,0,1,7,1742,77,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
2,66,0,3,0,4.942,2,1,1,56,4805,264,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0
1,79,0,3,0,4.953,3,1,1,66,4181,261,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,20.0
0,9,0,2,0,3.659,1,1,1,5,1180,59,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
0,50,0,3,0,5.382,1,1,2,43,3052,249,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,117.0
11,53,1,2,50,15.128,2,1,3,135,26837,1368,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0
0,7,0,3,2,8.62,1,1,3,22,3223,239,0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,26.0
0,9,0,4,1,7.735,1,1,4,41,2561,230,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,266.0
0,7,0,4,6,7.249,1,1,4,54,4069,419,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266.0
0,2,0,4,0,6.979,1,1,4,39,2112,240,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,266.0
4,34,0,3,2,2.748,3,1,1,21,4235,368,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,426.0
0,5,0,3,3,7.26,1,1,2,59,7985,526,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,430.0
0,4,0,4,0,0.809,1,0,2,6,1237,37,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,170.0
0,192,0,4,0,0.641,2,0,1,30,13358,554,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0
1,17,0,4,0,3.307,2,1,1,8,1299,76,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,84.0
1,5,0,10,1,6.649,1,1,2,21,2777,177,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0
1,5,0,7,1,5.475,1,0,2,14,1967,107,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0
1,7,0,2,0,5.2780000000000005,3,1,1,8,1577,85,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,64.0
0,2,0,3,0,6.849,1,1,1,10,1669,84,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,195.0
2,16,1,3,2,1.3780000000000001,2,0,2,19,2983,240,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0
0,25,0,4,0,0.922,6,0,1,4,1020,28,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0
4,48,0,9,17,1.354,2,0,1,72,8929,563,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0
0,1,1,1,0,0.14400000000000002,1,0,1,5,842,13,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0
1,35,0,5,13,6.867,1,1,4,51,8115,739,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0
3,20,1,3,11,8.448,1,1,2,40,7210,446,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
1,16,0,4,0,6.941,3,1,2,25,2048,140,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,172.0
1,11,0,4,0,8.489,4,1,2,24,2503,156,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,172.0
0,44,0,4,0,11.312,1,1,2,36,3617,281,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,172.0
1,128,0,2,0,4.673,4,0,1,13,7553,278,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0
4,204,0,1,1,3.1310000000000002,1,1,1,97,6681,543,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,117.0
8,98,0,6,8,10.595,1,1,2,20,3928,277,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,124.0
3,11,0,6,1,10.791,1,1,2,0,1205,58,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,124.0
0,9,0,6,0,10.541,1,1,2,4,1785,67,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,124.0
0,3,0,4,0,3.5869999999999997,1,1,1,2,1117,25,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
0,8,1,1,0,0.295,2,0,2,10,1825,62,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,170.0
0,1,0,2,0,2.064,1,0,2,9,1568,71,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,170.0
1,54,1,4,0,0.302,1,0,1,29,2035,110,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
1,123,0,9,0,5.991,4,1,1,65,3550,319,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0
2,10,0,3,4,6.834,2,1,4,39,3233,299,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,430.0
0,2,0,3,0,7.171,3,1,4,22,1944,192,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,430.0
0,7,0,4,0,5.123,1,1,2,2,1087,18,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0,2,0,0,0,6.292,1,1,2,2,2607,41,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,266.0
0,1,0,0,0,6.289,1,1,2,5,3387,57,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,266.0
0,2,0,3,0,5.289,2,1,1,6,1212,33,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0
0,7,0,3,0,6.893,2,1,1,9,1773,79,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0
2,17,0,4,2,5.442,1,1,4,26,2275,242,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,154.0
0,5,0,8,0,7.59,1,1,3,10,1786,80,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,75.0
1,17,1,5,0,6.621,1,1,4,27,1962,231,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0
0,4,0,0,0,6.29,1,1,4,8,2668,74,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0
0,5,0,0,1,6.289,1,1,4,14,3076,108,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0
1,17,0,1,0,1.044,1,0,1,1,1220,15,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2,4,1,6,0,6.263,1,1,4,21,3091,179,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0
4,18,0,11,10,9.719,1,0,1,34,3976,316,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,172.0
0,6,1,1,6,0.166,2,0,4,9,1965,66,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,170.0
0,11,0,4,0,5.126,1,1,1,5,944,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0
6,40,0,5,7,5.367,1,1,4,17,4094,353,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,89.0
2,85,0,1,0,1.992,1,0,1,144,6277,234,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
0,4,0,8,0,9.013,1,0,1,4,960,27,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0
1,5,0,4,0,10.789,3,1,2,22,2042,156,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,111.0
0,0,0,2,0,3.969,1,0,1,5,970,35,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,195.0
0,10,1,11,0,7.313,1,1,1,3,1374,52,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,119.0
0,0,0,3,0,1.504,1,0,2,7,1028,36,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,170.0
1,35,0,1,0,3.999,1,1,2,19,3848,205,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.0
0,2,0,4,0,4.37,1,0,1,7,946,37,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,195.0
3,208,0,2,0,6.182,2,0,1,30,8934,273,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0
3,10,0,3,1,5.878,2,1,3,19,2249,176,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,154.0
0,7,0,4,1,5.68,1,1,4,8,791,91,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,75.0
0,5,0,3,0,6.869,2,1,4,15,1324,119,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,75.0
5,228,1,5,1,0.996,1,0,1,351,16871,880,0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,52.0
12,45,0,6,3,7.5,2,1,3,24,2931,167,0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,154.0
0,9,0,4,0,3.958,6,1,1,4,1183,58,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0
0,101,0,5,0,4.124,2,1,1,46,3723,352,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,31,0,8,0,4.734,2,1,1,26,1933,110,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0
0,41,0,2,0,6.828,1,1,2,42,3409,309,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,210.0
2,8,0,4,0,7.541,1,1,2,15,2149,154,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0
0,6,0,7,0,4.476,2,1,1,11,966,32,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,14,0,3,0,5.335,1,1,2,33,2780,311,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0
