discussions_count,comments_count,movie_count,screenshot_count,awards_count,link_count,file_size_mb,change_notes,certified_compatible,creator_count,featured_collection_count,visitors_count,favorites_count,accepted,posted_time,updated_time,passed_time,media_count,class_count,item_slot_count,submitted_by_submitter,class_scout,class_soldier,class_pyro,class_demoman,class_heavy,class_engineer,class_medic,class_sniper,class_spy,item_slot_headgear,item_slot_misc,item_slot_taunt,item_slot_weapon,v1,v2,v3,v4,v5
0,110,0,1,1,0,0.662,1,0,1,9,4493,315,0,2012,2012,0,1,1,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0.02857142857142857,110.0,4493.0,40.47747747747748,0.5
0,1,0,6,0,0,0.319,1,0,2,7,1416,59,0,2018,2018,0,6,9,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0.11864406779661017,1.0,1416.0,708.0,0.8571428571428571
0,4,0,2,0,0,3.07,1,0,1,7,1420,49,0,2018,2018,0,2,9,0,23,1,1,1,1,1,1,1,1,1,0,0,0,0,0.14285714285714285,4.0,1420.0,284.0,0.6666666666666666
0,2,0,4,0,0,5.631,1,1,2,15,1871,109,0,2018,2018,0,4,2,1,34,1,0,0,1,0,0,0,0,0,0,1,0,0,0.13761467889908258,2.0,1871.0,623.6666666666666,0.8
0,8,0,2,3,0,5.728,1,1,1,12,3182,196,0,2018,2018,0,2,1,1,19,0,1,0,0,0,0,0,0,0,0,1,0,0,0.061224489795918366,8.0,3182.0,353.55555555555554,0.6666666666666666
1,9,1,3,2,0,6.642,2,0,4,37,4299,291,0,2018,2018,0,4,1,1,39,0,0,1,0,0,0,0,0,0,0,0,0,1,0.12714776632302405,4.5,2149.5,429.9,0.6
0,1,0,4,0,0,5.174,1,0,3,6,402,38,0,2018,2018,0,4,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0.15789473684210525,1.0,402.0,201.0,0.8
9,38,0,4,1,1,7.401,1,0,1,52,13034,451,0,2018,2018,0,4,1,1,266,0,0,0,0,1,0,0,0,0,0,0,0,1,0.11529933481152993,3.8,1303.4,334.20512820512823,0.8
1,0,0,4,0,0,5.464,1,0,3,8,532,44,0,2018,2018,0,4,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0.18181818181818182,0.0,266.0,532.0,0.8
1,7,0,8,0,0,2.577,4,0,2,14,2670,135,0,2018,2020,1,8,1,1,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1037037037037037,3.5,1335.0,333.75,0.8888888888888888
0,0,0,4,0,0,6.628,1,0,3,4,215,12,0,2018,2018,0,4,1,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.0,215.0,215.0,0.8
0,0,0,4,0,0,5.395,1,0,3,5,389,21,0,2018,2018,0,4,1,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0.23809523809523808,0.0,389.0,389.0,0.8
0,6,0,3,0,0,5.599,1,1,1,15,2518,118,0,2018,2018,0,3,1,1,108,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1271186440677966,6.0,2518.0,359.7142857142857,0.75
4,9,0,1,1,0,1.007,1,0,1,31,2714,165,0,2018,2018,0,1,1,1,100,0,0,0,1,0,0,0,0,0,0,0,0,1,0.18787878787878787,1.8,542.8,271.4,0.5
0,0,0,2,0,0,6.897,1,1,1,13,2093,98,0,2018,2018,0,2,1,1,91,0,0,1,0,0,0,0,0,0,0,1,0,0,0.1326530612244898,0.0,2093.0,2093.0,0.6666666666666666
4,14,1,2,4,0,11.346,2,1,3,32,6048,201,0,2018,2018,0,3,1,1,16,1,0,0,0,0,0,0,0,0,0,0,1,0,0.15920398009950248,2.8,1209.6,403.2,0.5
10,377,0,3,7,0,2.167,1,0,2,349,35462,1840,0,2013,2013,0,3,1,1,95,0,1,0,0,0,0,0,0,0,0,0,0,1,0.18967391304347825,34.27272727272727,3223.818181818182,93.81481481481481,0.75
1,17,0,6,2,0,1.216,4,0,1,30,3023,227,0,2018,2019,0,6,8,1,11,1,1,1,1,1,1,1,0,1,0,1,0,0,0.13215859030837004,8.5,1511.5,167.94444444444446,0.8571428571428571
2,319,0,4,1,0,2.493,4,0,1,410,11781,1154,0,2013,2013,0,4,2,1,20,1,0,0,0,0,1,0,0,0,0,0,0,1,0.35528596187175043,106.33333333333333,3927.0,36.815625,0.8
9,344,0,2,0,0,7.709,2,0,1,366,15346,1174,0,2011,2013,1,2,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0.31175468483816016,34.4,1534.6,44.481159420289856,0.6666666666666666
2,29,0,4,1,0,4.218,1,1,1,12,2045,114,0,2018,2018,0,4,1,1,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0.10526315789473684,9.666666666666666,681.6666666666666,68.16666666666667,0.8
3,13,0,5,0,0,5.188,2,1,1,31,4800,375,0,2018,2018,0,5,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0.08266666666666667,3.25,1200.0,342.85714285714283,0.8333333333333334
1,16,0,6,0,0,10.329,2,1,4,27,2945,227,0,2018,2018,0,6,9,1,78,1,1,1,1,1,1,1,1,1,1,0,0,0,0.11894273127753303,8.0,1472.5,173.23529411764707,0.8571428571428571
0,13,0,4,5,0,6.913,2,1,3,29,7891,309,0,2018,2020,1,4,1,1,430,0,0,0,0,0,0,0,0,1,0,1,0,0,0.09385113268608414,13.0,7891.0,563.6428571428571,0.8
25,110,2,4,73,0,11.139,7,1,1,192,34742,2576,0,2018,2018,0,6,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0.07453416149068323,4.230769230769231,1336.2307692307693,312.990990990991,0.5714285714285714
1,36,0,0,0,0,0.662,2,0,1,10,2281,69,0,2011,2011,0,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0.14492753623188406,18.0,1140.5,61.648648648648646,0.0
7,30,0,5,2,0,6.911,2,1,3,92,12789,740,0,2018,2018,0,5,1,1,430,0,0,0,0,0,0,0,0,1,0,1,0,0,0.12432432432432433,3.75,1598.625,412.5483870967742,0.8333333333333334
0,1,0,4,0,0,4.19,1,1,2,11,2782,148,0,2018,2018,0,4,1,1,179,0,0,0,1,0,0,0,0,0,0,1,0,0,0.07432432432432433,1.0,2782.0,1391.0,0.8
0,0,0,0,0,0,7.227,1,1,3,4,380,12,0,2018,2018,0,0,1,1,216,1,0,0,0,0,0,0,0,0,1,0,0,0,0.3333333333333333,0.0,380.0,380.0,0.0
0,0,0,0,0,0,4.102,1,1,3,4,203,10,0,2018,2018,0,0,1,1,216,1,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.0,203.0,203.0,0.0
0,3,0,8,0,0,0.983,1,0,1,8,1794,57,0,2018,2020,2,8,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14035087719298245,3.0,1794.0,448.5,0.8888888888888888
0,4,0,27,0,0,2.431,1,0,1,11,1271,26,0,2018,2018,0,27,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0,0.4230769230769231,4.0,1271.0,254.2,0.9642857142857143
1,333,0,13,0,0,0.055,1,0,1,43,6080,387,0,2012,2012,0,13,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0.1111111111111111,166.5,3040.0,18.20359281437126,0.9285714285714286
0,24,0,1,0,0,5.247,4,1,3,15,2053,122,0,2013,2013,0,1,1,1,430,0,0,0,0,0,1,0,0,0,0,1,0,0,0.12295081967213115,24.0,2053.0,82.12,0.5
0,14,1,1,0,0,0.094,2,0,1,6,1564,58,0,2012,2012,0,2,1,1,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0.10344827586206896,14.0,1564.0,104.26666666666667,0.3333333333333333
0,3,0,4,2,0,5.556,2,1,4,9,2037,111,0,2018,2018,0,4,1,1,78,0,1,0,0,0,0,0,0,0,0,1,0,0,0.08108108108108109,3.0,2037.0,509.25,0.8
4,17,0,5,2,0,6.575,5,1,3,19,3232,211,0,2018,2018,0,5,1,1,73,0,0,0,0,0,1,0,0,0,0,1,0,0,0.09004739336492891,3.4,646.4,179.55555555555554,0.8333333333333334
2,13,0,3,7,0,6.478,1,1,2,35,5182,331,0,2018,2021,2,3,1,1,243,0,1,0,0,0,0,0,0,0,0,1,0,0,0.10574018126888217,4.333333333333333,1727.3333333333333,370.14285714285717,0.75
0,12,0,4,1,0,7.223,1,0,1,33,2582,140,0,2018,2018,0,4,9,0,12,1,1,1,1,1,1,1,1,1,0,0,0,0,0.2357142857142857,12.0,2582.0,198.6153846153846,0.8
0,43,0,2,0,0,0.687,1,0,1,6,1696,66,0,2012,2012,0,2,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0.09090909090909091,43.0,1696.0,38.54545454545455,0.6666666666666666
1,4,0,3,1,0,1.218,1,0,1,16,3604,183,0,2018,2018,0,3,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08743169398907104,2.0,1802.0,720.8,0.75
12,133,1,3,0,0,0.937,1,0,2,200,15487,715,0,2013,2013,0,4,1,1,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0.27972027972027974,10.23076923076923,1191.3076923076924,115.57462686567165,0.6
1,2,0,2,1,0,4.469,1,0,1,14,1739,57,0,2018,2018,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24561403508771928,1.0,869.5,579.6666666666666,0.6666666666666666
0,1,1,6,0,0,15.938,1,0,1,7,1344,36,0,2018,2018,0,7,9,0,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0.19444444444444445,1.0,1344.0,672.0,0.75
0,49,0,1,0,0,9.24,1,0,3,14,2036,172,0,2012,2012,0,1,1,1,85,0,0,1,0,0,0,0,0,0,1,0,0,0,0.08139534883720931,49.0,2036.0,40.72,0.5
13,119,0,4,4,0,1.732,2,0,3,212,37622,1591,0,2018,2018,0,4,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1332495285983658,8.5,2687.285714285714,313.51666666666665,0.8
0,20,0,3,1,0,1.799,1,0,2,21,4549,206,0,2018,2018,0,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0.10194174757281553,20.0,4549.0,216.61904761904762,0.75
0,3,0,3,0,0,0.076,1,0,1,8,1132,42,0,2018,2021,2,3,9,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0.19047619047619047,3.0,1132.0,283.0,0.75
3,529,0,3,21,0,5.14,9,0,1,189,26522,2002,0,2013,2013,0,3,9,1,100,1,1,1,1,1,1,1,1,1,1,0,0,0,0.0944055944055944,132.25,6630.5,50.04150943396226,0.75
0,9,0,0,0,0,1.644,2,0,1,3,1504,30,0,2011,2011,0,0,1,1,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1,9.0,1504.0,150.4,0.0
3,14,0,4,2,0,6.412,1,1,3,23,4216,307,0,2018,2018,0,4,1,1,426,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0749185667752443,3.5,1054.0,281.06666666666666,0.8
0,18,0,2,0,0,5.35,8,1,1,13,2891,157,0,2013,2013,0,2,1,1,430,0,0,0,0,0,1,0,0,0,0,1,0,0,0.08280254777070063,18.0,2891.0,152.1578947368421,0.6666666666666666
4,30,0,5,4,0,6.866,5,1,4,27,4358,307,0,2018,2018,0,5,1,1,93,0,0,0,0,0,1,0,0,0,0,1,0,0,0.08794788273615635,6.0,871.6,140.58064516129033,0.8333333333333334
19,2990,0,3,5,0,3.458,2,0,1,1383,107658,5447,0,2013,2013,0,3,1,1,209,0,0,0,0,0,0,0,1,0,0,0,0,1,0.2539012300348816,149.5,5382.9,35.99398194583751,0.75
0,98,0,2,0,0,1.895,1,0,1,85,5149,364,0,2013,2013,0,2,1,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0.23351648351648352,98.0,5149.0,52.01010101010101,0.6666666666666666
0,10,1,1,0,0,0.549,2,0,3,7,2422,104,0,2018,2021,2,2,9,0,170,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0673076923076923,10.0,2422.0,220.1818181818182,0.3333333333333333
5,446,0,4,1,0,3.677,5,0,1,96,20679,865,0,2013,2013,0,4,1,1,111,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11098265895953757,74.33333333333333,3446.5,46.261744966442954,0.8
0,142,0,3,0,0,0.639,1,0,1,25,9077,495,0,2012,2012,0,3,1,1,19,0,0,0,1,0,0,0,0,0,0,1,0,0,0.050505050505050504,142.0,9077.0,63.47552447552447,0.75
0,23,0,4,0,0,5.488,5,1,1,29,3150,136,0,2013,2013,0,4,1,1,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0.21323529411764705,23.0,3150.0,131.25,0.8
4,19,0,6,14,0,10.546,4,1,4,47,5295,503,0,2018,2020,1,6,1,1,430,0,0,1,0,0,0,0,0,0,1,0,0,0,0.09343936381709742,3.8,1059.0,264.75,0.8571428571428571
1,5,0,5,8,0,6.909,3,1,4,35,3621,384,0,2018,2020,1,5,1,1,430,0,0,1,0,0,0,0,0,0,0,1,0,0,0.09114583333333333,2.5,1810.5,603.5,0.8333333333333334
2,3,0,2,1,0,5.983,4,1,1,19,3007,177,0,2018,2018,0,2,1,1,64,0,0,0,1,0,0,0,0,0,1,0,0,0,0.10734463276836158,1.0,1002.3333333333334,751.75,0.6666666666666666
17,43,1,6,12,0,12.925,1,0,2,187,27518,1133,0,2018,2018,0,7,1,1,209,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1650485436893204,2.388888888888889,1528.7777777777778,625.4090909090909,0.75
3,21,0,5,15,0,6.447,2,1,4,46,5469,516,0,2018,2018,0,5,1,2,74,0,0,0,0,0,0,1,0,0,1,1,0,0,0.08914728682170543,5.25,1367.25,248.5909090909091,0.8333333333333334
0,6,0,4,15,0,6.833,1,1,4,19,3027,274,0,2018,2018,0,4,1,1,74,0,0,0,0,0,0,1,0,0,0,1,0,0,0.06934306569343066,6.0,3027.0,432.42857142857144,0.8
4,12,0,5,26,0,5.309,1,1,4,28,3767,349,0,2018,2018,0,5,1,1,74,0,0,0,0,0,0,1,0,0,1,0,0,0,0.08022922636103152,2.4,753.4,289.7692307692308,0.8333333333333334
7,28,0,4,7,0,8.938,2,1,2,38,7031,579,0,2018,2018,0,4,1,1,153,0,0,0,0,0,0,0,1,0,1,0,0,0,0.06563039723661486,3.5,878.875,242.44827586206895,0.8
0,22,0,0,0,0,1.319,1,0,1,9,1582,45,0,2011,2011,0,0,1,1,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2,22.0,1582.0,68.78260869565217,0.0
2,2,0,14,0,0,0.0,1,0,1,9,1327,45,0,2018,2018,0,14,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0,0.2,0.6666666666666666,442.3333333333333,442.3333333333333,0.9333333333333333
1,9,0,19,0,0,1.519,2,0,2,27,2299,147,0,2018,2018,0,19,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0,0.1836734693877551,4.5,1149.5,229.9,0.95
0,3,0,11,0,0,1.097,1,0,2,13,1364,55,0,2018,2018,0,11,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0,0.23636363636363636,3.0,1364.0,341.0,0.9166666666666666
0,5,0,11,0,0,1.509,1,0,2,15,1699,82,0,2018,2018,0,11,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0,0.18292682926829268,5.0,1699.0,283.1666666666667,0.9166666666666666
2,85,0,1,0,0,1.147,1,0,1,50,3442,409,0,2013,2013,0,1,1,1,147,1,0,0,0,0,0,0,0,0,0,1,0,0,0.12224938875305623,28.333333333333332,1147.3333333333333,40.02325581395349,0.5
2,330,1,1,0,0,2.711,2,0,1,476,14465,1233,0,2011,2011,0,2,1,1,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0.38605028386050283,110.0,4821.666666666667,43.700906344410875,0.3333333333333333
0,0,0,0,0,0,7.1370000000000005,1,1,3,5,553,33,0,2018,2018,0,0,1,1,216,1,0,0,0,0,0,0,0,0,0,1,0,0,0.15151515151515152,0.0,553.0,553.0,0.0
43,1540,4,11,16,0,12.886,4,0,1,1186,46697,4358,0,2013,2013,0,15,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0.2721431849472235,35.0,1061.2954545454545,30.303049967553537,0.6875
2,8,0,6,0,0,5.151,1,1,5,24,1165,138,0,2018,2018,0,6,1,1,78,0,0,0,1,0,0,0,0,0,1,0,0,0,0.17391304347826086,2.6666666666666665,388.3333333333333,129.44444444444446,0.8571428571428571
0,1,0,6,0,0,6.942,1,1,6,12,721,96,0,2018,2018,0,6,1,1,78,0,0,0,1,0,0,0,0,0,0,1,0,0,0.125,1.0,721.0,360.5,0.8571428571428571
0,5,0,6,0,0,5.315,1,1,6,15,1160,149,0,2018,2018,0,6,1,1,78,0,0,0,1,0,0,0,0,0,0,1,0,0,0.10067114093959731,5.0,1160.0,193.33333333333334,0.8571428571428571
2,12,0,2,0,0,0.277,1,0,1,5,1425,29,0,2018,2018,0,2,9,2,20,1,1,1,1,1,1,1,1,1,1,1,0,0,0.1724137931034483,4.0,475.0,109.61538461538461,0.6666666666666666
0,17,0,4,0,0,0.249,4,0,1,0,941,10,0,2011,2012,0,4,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,17.0,941.0,52.27777777777778,0.8
2,13,0,7,0,0,2.876,1,0,3,16,2547,101,0,2018,2018,0,7,1,1,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0.15841584158415842,4.333333333333333,849.0,181.92857142857142,0.875
3,48,0,2,3,0,8.72,1,1,1,42,6314,559,0,2018,2018,0,2,8,2,50,1,1,1,1,1,1,1,0,1,1,1,0,0,0.07513416815742398,12.0,1578.5,128.85714285714286,0.6666666666666666
0,4,0,5,4,0,7.274,5,1,4,44,2407,264,0,2018,2019,1,5,1,1,430,0,0,0,0,0,0,1,0,0,1,0,0,0,0.16666666666666666,4.0,2407.0,481.4,0.8333333333333334
0,11,0,5,6,0,6.943,4,1,4,47,2966,332,0,2018,2019,1,5,1,1,430,0,0,0,0,0,0,1,0,0,0,1,0,0,0.14156626506024098,11.0,2966.0,247.16666666666666,0.8333333333333334
0,48,0,0,0,0,2.675,1,0,2,22,4034,243,0,2012,2012,0,0,1,1,380,0,1,0,0,0,0,0,0,0,0,1,0,0,0.09053497942386832,48.0,4034.0,82.3265306122449,0.0
0,12,0,2,0,0,4.767,2,1,2,15,830,77,0,2018,2018,0,2,1,1,64,0,1,0,0,0,0,0,0,0,0,1,0,0,0.19480519480519481,12.0,830.0,63.84615384615385,0.6666666666666666
3,4,0,2,0,0,4.817,2,1,2,14,920,90,0,2018,2018,0,2,1,1,64,0,1,0,0,0,0,0,0,0,1,0,0,0,0.15555555555555556,1.0,230.0,184.0,0.6666666666666666
0,14,0,2,0,0,4.304,2,1,5,6,1883,99,0,2012,2013,1,2,1,1,380,0,0,0,0,0,0,0,1,0,1,0,0,0,0.06060606060606061,14.0,1883.0,125.53333333333333,0.6666666666666666
1,26,0,2,0,0,0.484,1,0,1,11,1377,87,0,2013,2013,0,2,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.12643678160919541,13.0,688.5,51.0,0.6666666666666666
7,340,1,6,4,0,5.883,1,0,1,108,15296,1115,0,2013,2013,0,7,1,1,210,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0968609865470852,42.5,1912.0,44.856304985337246,0.75
0,4,0,18,0,0,2.705,1,0,2,11,1682,58,0,2018,2018,0,18,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0,0.1896551724137931,4.0,1682.0,336.4,0.9473684210526315
1,2,0,5,1,0,6.62,1,1,3,11,1107,84,0,2018,2018,0,5,1,1,73,0,0,0,0,0,1,0,0,0,0,1,0,0,0.13095238095238096,1.0,553.5,369.0,0.8333333333333334
0,7,0,4,0,0,9.144,1,1,1,11,1734,73,0,2018,2018,0,4,9,1,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0.1506849315068493,7.0,1734.0,216.75,0.8
2,124,0,3,0,0,3.511,2,1,1,49,4809,453,0,2013,2013,0,3,1,1,430,0,0,0,0,0,1,0,0,0,0,1,0,0,0.10816777041942605,41.333333333333336,1603.0,38.472,0.75
1,8,0,44,0,0,0.629,1,0,1,8,1258,31,0,2018,2018,0,44,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25806451612903225,4.0,629.0,139.77777777777777,0.9777777777777777
1,1,0,3,0,0,3.037,1,1,3,13,1516,159,0,2018,2018,0,3,1,1,426,1,0,0,0,0,0,0,0,0,1,0,0,0,0.08176100628930817,0.5,758.0,758.0,0.75
0,10,0,3,0,0,6.9030000000000005,1,1,3,36,2786,297,0,2018,2018,0,3,1,1,426,1,0,0,0,0,0,0,0,0,0,1,0,0,0.12121212121212122,10.0,2786.0,253.27272727272728,0.75
0,333,1,3,4,0,2.074,1,0,1,138,18945,3122,0,2013,2013,0,4,8,1,11,1,1,1,1,1,1,1,0,1,1,0,0,0,0.044202434336963484,333.0,18945.0,56.721556886227546,0.6
0,100,0,3,1,0,1.071,1,0,1,75,11345,1808,0,2013,2013,0,3,9,1,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0.041482300884955754,100.0,11345.0,112.32673267326733,0.75
1,204,0,3,0,0,1.163,2,0,1,134,15751,2810,0,2013,2013,0,3,9,1,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0.04768683274021352,102.0,7875.5,76.83414634146341,0.75
0,305,0,3,5,0,0.855,1,0,1,168,24777,3367,0,2013,2013,0,3,8,1,11,1,1,1,0,1,1,1,1,1,1,0,0,0,0.0498960498960499,305.0,24777.0,80.97058823529412,0.75
5,328,0,3,9,0,1.35,2,0,1,121,16695,2627,0,2013,2013,0,3,9,2,11,1,1,1,1,1,1,1,1,1,1,1,0,0,0.046060144651693946,54.666666666666664,2782.5,50.744680851063826,0.75
1,211,0,3,2,0,1.187,1,0,1,203,16181,2514,0,2013,2013,0,3,8,1,11,1,1,0,1,1,1,1,1,1,1,0,0,0,0.0807478122513922,105.5,8090.5,76.3254716981132,0.75
0,179,0,3,0,0,0.911,2,0,1,103,15832,2477,0,2013,2013,0,3,9,1,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0.04158255954784013,179.0,15832.0,87.95555555555555,0.75
0,178,0,3,3,0,1.076,2,0,1,112,12907,2038,0,2013,2013,0,3,9,1,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0.0549558390578999,178.0,12907.0,72.10614525139665,0.75
3,249,1,3,4,0,1.99,1,0,1,185,19636,3138,0,2013,2013,0,4,9,1,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0.058954748247291265,62.25,4909.0,78.544,0.6
8,495,0,3,13,0,1.055,1,0,1,300,52398,4294,0,2013,2013,0,3,9,1,11,1,1,1,1,1,1,1,1,1,1,0,0,0,0.06986492780624126,55.0,5822.0,105.64112903225806,0.75
6,511,0,3,10,0,0.714,1,0,1,202,36822,4113,0,2013,2013,0,3,1,1,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0.04911256990031607,73.0,5260.285714285715,71.91796875,0.75
1,23,0,33,5,0,11.991,2,0,1,24,2245,174,0,2018,2020,2,33,9,1,9,1,1,1,1,1,1,1,1,1,0,0,0,1,0.13793103448275862,11.5,1122.5,93.54166666666667,0.9705882352941176
2,81,0,2,0,0,5.433,5,1,1,69,4196,457,0,2013,2013,0,2,1,1,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0.15098468271334792,27.0,1398.6666666666667,51.170731707317074,0.6666666666666666
0,53,0,1,0,0,3.941,4,1,1,43,2855,336,0,2013,2013,0,1,1,1,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0.12797619047619047,53.0,2855.0,52.870370370370374,0.5
0,10,0,1,0,0,5.324,1,0,2,5,1452,61,0,2012,2012,0,1,4,1,172,0,0,1,1,0,1,0,1,0,1,0,0,0,0.08196721311475409,10.0,1452.0,132.0,0.5
14,94,2,3,5,0,4.987,6,1,1,15,4293,258,0,2018,2021,2,5,1,1,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05813953488372093,6.266666666666667,286.2,45.189473684210526,0.5
7,15,0,5,9,0,5.769,2,1,2,28,3731,262,0,2018,2018,0,5,1,1,430,0,0,0,0,0,1,0,0,0,0,1,0,0,0.10687022900763359,1.875,466.375,233.1875,0.8333333333333334
0,13,0,0,0,0,3.121,1,0,2,3,938,26,0,2012,2012,0,0,1,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0.11538461538461539,13.0,938.0,67.0,0.0
0,10,0,6,1,0,5.624,3,0,1,6,1370,47,0,2018,2018,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1276595744680851,10.0,1370.0,124.54545454545455,0.8571428571428571
1,0,0,4,0,0,0.246,1,0,1,4,930,10,0,2018,2018,0,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.4,0.0,465.0,930.0,0.8
0,64,0,3,0,0,4.138,7,1,1,44,2404,224,0,2013,2015,2,3,1,1,179,0,0,0,1,0,0,0,0,0,1,0,0,0,0.19642857142857142,64.0,2404.0,36.98461538461538,0.75
0,6,0,2,0,0,0.6960000000000001,1,0,2,3,938,18,0,2012,2012,0,2,1,1,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0.16666666666666666,6.0,938.0,134.0,0.6666666666666666
6,203,0,2,0,0,1.203,3,0,1,344,11034,938,0,2013,2013,0,2,1,1,20,0,0,0,0,0,0,0,1,0,0,0,0,1,0.36673773987206826,29.0,1576.2857142857142,54.088235294117645,0.6666666666666666
2,10,0,5,0,0,0.392,3,0,1,16,3623,186,0,2018,2018,0,5,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0.08602150537634409,3.3333333333333335,1207.6666666666667,329.3636363636364,0.8333333333333334
2,30,0,4,7,0,5.409,2,1,5,55,5866,475,0,2018,2018,0,4,1,1,224,0,0,1,0,0,0,0,0,0,0,1,0,0,0.11578947368421053,10.0,1955.3333333333333,189.2258064516129,0.8
0,3,0,3,0,0,5.542,2,1,3,8,2174,96,0,2018,2021,2,3,1,1,75,0,0,0,1,0,0,0,0,0,1,0,0,0,0.08333333333333333,3.0,2174.0,543.5,0.75
0,74,0,0,0,0,0.444,1,0,1,39,4139,199,0,2012,2012,0,0,9,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.19597989949748743,74.0,4139.0,55.18666666666667,0.0
0,5,0,3,0,0,4.454,1,1,2,7,1128,48,0,2018,2018,0,3,1,2,37,0,0,1,0,0,0,0,0,0,1,1,0,0,0.14583333333333334,5.0,1128.0,188.0,0.75
0,4,0,49,1,0,0.223,1,0,1,11,1164,64,0,2018,2018,0,49,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171875,4.0,1164.0,232.8,0.98
0,23,0,5,0,0,7.646,4,1,1,12,1316,78,0,2013,2013,0,5,6,1,210,1,1,1,1,1,0,0,0,1,1,0,0,0,0.15384615384615385,23.0,1316.0,54.833333333333336,0.8333333333333334
6,24,0,6,0,0,6.396,1,1,2,28,2158,244,0,2018,2018,0,6,3,1,76,0,0,1,1,0,1,0,0,0,1,0,0,0,0.11475409836065574,3.4285714285714284,308.2857142857143,86.32,0.8571428571428571
2,8,0,9,0,0,3.097,1,0,2,46,1708,199,0,2018,2018,0,9,3,1,76,0,0,1,1,0,1,0,0,0,0,0,0,1,0.23115577889447236,2.6666666666666665,569.3333333333334,189.77777777777777,0.9
1,14,0,6,0,0,5.273,2,1,2,13,1543,80,0,2013,2013,0,6,1,1,380,0,0,0,1,0,0,0,0,0,1,0,0,0,0.1625,7.0,771.5,102.86666666666666,0.8571428571428571
4,15,0,7,15,0,15.232,2,0,1,87,6128,536,0,2018,2018,0,7,1,1,82,0,0,0,0,0,0,0,0,1,0,0,0,1,0.1623134328358209,3.0,1225.6,383.0,0.875
