discussions_count,comments_count,movie_count,screenshot_count,awards_count,link_count,file_size_mb,change_notes,certified_compatible,creator_count,featured_collection_count,visitors_count,favorites_count,accepted,posted_time,updated_time,passed_time,media_count,class_count,item_slot_count,submitted_by_submitter,class_scout,class_soldier,class_pyro,class_demoman,class_heavy,class_engineer,class_medic,class_sniper,class_spy,item_slot_headgear,item_slot_misc,item_slot_taunt,item_slot_weapon
0,26,0,5,0,0,6.349,2,1,2,56,4120,220,1,1512652800.0,1513330860.0,678060.0,5,1,1,179,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4,0,0,0,0,9.933,2,1,5,2,741,32,1,1512676740.0,1512759960.0,83220.0,0,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,5,0,6,0,0,5.88,7,1,3,39,3647,135,1,1512719760.0,1513851060.0,1131300.0,6,1,1,209,0,0,0,1,0,0,0,0,0,0,1,0,0
0,20,0,3,0,0,5.54,2,1,3,18,3715,130,1,1512730500.0,1513254480.0,523980.0,3,2,1,426,1,0,0,0,0,1,0,0,0,1,0,0,0
3,47,0,4,4,0,11.649000000000001,3,1,6,152,12818,751,1,1512853200.0,1513254480.0,401280.0,4,9,1,74,1,1,1,1,1,1,1,1,1,0,1,0,0
1,9,0,5,1,0,1.494,1,0,3,35,5630,213,1,1512855780.0,1512855780.0,0.0,5,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,0,5,0,0,6.89,3,1,2,28,3237,147,1,1512889800.0,1513601040.0,711240.0,5,1,1,116,0,0,0,0,0,0,0,1,0,0,1,0,0
0,6,0,4,0,0,6.781,2,1,2,33,2328,72,1,1512890340.0,1513277640.0,387300.0,4,1,1,116,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,0,0,0,4.978,1,1,7,4,365,13,1,1512940320.0,1512940320.0,0.0,0,9,1,65,1,1,1,1,1,1,1,1,1,0,1,0,0
0,6,0,0,0,0,5.143,1,1,7,9,901,26,1,1512941700.0,1512941700.0,0.0,0,9,1,65,1,1,1,1,1,1,1,1,1,0,1,0,0
10,45,0,4,0,0,6.891,2,1,2,195,13429,735,1,1512981600.0,1513255440.0,273840.0,4,1,1,430,0,0,0,0,0,0,1,0,0,1,0,0,0
0,17,0,4,0,0,7.053,2,1,3,61,4483,243,1,1513050480.0,1513259760.0,209280.0,4,1,1,216,0,0,0,0,0,0,0,1,0,1,0,0,0
5,41,0,3,2,0,6.953,2,1,2,179,13518,655,1,1513071360.0,1513255500.0,184140.0,3,1,1,430,0,0,0,0,0,0,1,0,0,0,1,0,0
0,64,0,2,0,0,3.102,3,1,1,19,4070,389,1,1359197220.0,1371045780.0,11848560.0,2,1,1,209,0,0,0,0,0,0,0,0,1,0,1,0,0
0,207,0,4,0,0,3.2720000000000002,5,1,1,84,9368,712,1,1359197340.0,1371046260.0,11848920.0,4,1,1,209,0,0,0,0,0,0,0,0,1,1,0,0,0
1,2262,0,3,0,0,6.792,8,1,1,245,67449,3459,1,1359197460.0,1372654080.0,13456620.0,3,1,1,209,0,0,0,0,0,0,0,0,1,0,1,0,0
8,35,0,5,0,0,9.361,1,1,3,60,8986,369,1,1513334220.0,1513334220.0,0.0,5,4,1,102,1,0,0,1,0,1,0,1,0,1,0,0,0
5,36,0,6,0,0,6.879,1,1,3,160,10026,687,1,1513341360.0,1513341360.0,0.0,6,1,1,102,0,0,1,0,0,0,0,0,0,0,1,0,0
3,19,0,6,0,0,6.498,1,1,3,113,9218,467,1,1513341480.0,1513341480.0,0.0,6,1,1,102,0,0,1,0,0,0,0,0,0,1,0,0,0
0,5,0,8,1,0,6.936,1,0,2,29,3056,136,1,1513371960.0,1513371960.0,0.0,8,9,0,172,1,1,1,1,1,1,1,1,1,0,0,0,0
1,243,0,2,0,0,3.157,6,1,1,36,6641,422,1,1359287040.0,1371277740.0,11990700.0,2,1,1,111,0,0,0,0,1,0,0,0,0,0,1,0,0
2,46,0,5,0,0,9.678,1,1,4,54,8069,444,1,1513438080.0,1513438080.0,0.0,5,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,14,1,2,0,0,0.218,1,0,4,12,5079,116,1,1513492980.0,1513492980.0,0.0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1340,0,5,1,0,4.955,8,1,1,109,39530,2477,1,1359885360.0,1371382200.0,11496840.0,5,1,1,95,0,1,0,0,0,0,0,0,0,0,1,0,0
1,21,0,7,0,0,3.787,1,0,2,49,3561,226,1,1515119700.0,1607447820.0,92328120.0,7,9,0,21,1,1,1,1,1,1,1,1,1,0,0,0,0
0,1767,0,5,0,0,3.934,3,1,4,128,40481,1965,1,1360926360.0,1371127260.0,10200900.0,5,1,1,117,0,0,0,0,0,1,0,0,0,0,1,0,0
26,137,0,5,3,0,5.249,2,1,4,133,23978,1025,1,1516321860.0,1516361220.0,39360.0,5,1,1,93,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,7.799,1,1,4,1,106,4,1,1516929300.0,1516929300.0,0.0,0,9,1,43,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,6.152,1,1,5,0,147,8,1,1516950540.0,1516950540.0,0.0,0,9,1,95,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,6.152,1,1,5,0,87,4,1,1516951020.0,1516951020.0,0.0,0,9,1,95,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,6.152,1,1,5,0,57,5,1,1516951860.0,1516951860.0,0.0,0,9,1,95,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,6.153,1,1,5,0,63,4,1,1516953180.0,1516953180.0,0.0,0,9,1,95,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,6.15,1,1,5,2,339,9,1,1516953540.0,1516953540.0,0.0,0,9,1,95,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,8.728,4,1,3,3,321,10,1,1517001840.0,1520568000.0,3566160.0,0,9,1,37,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,8.9,3,1,3,0,89,4,1,1517002200.0,1520567880.0,3565680.0,0,9,1,37,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,8.624,2,1,3,2,146,7,1,1517002440.0,1519557660.0,2555220.0,0,9,1,37,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,3,0,0,10.215,1,1,4,0,26,1,1,1517110680.0,1517110680.0,0.0,3,9,1,210,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,3,0,0,7.259,1,1,4,0,34,1,1,1517111160.0,1517111160.0,0.0,3,9,1,210,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,3,0,0,8.766,1,1,4,0,47,2,1,1517111580.0,1517111580.0,0.0,3,9,1,210,1,1,1,1,1,1,1,1,1,0,1,0,0
2,719,0,3,0,0,5.524,2,1,2,36,20111,952,1,1361349780.0,1399012680.0,37662900.0,3,1,1,85,0,0,0,1,0,0,0,0,0,1,0,0,0
21,65,0,7,0,0,6.904,1,1,2,202,32246,1133,1,1517398200.0,1517398200.0,0.0,7,1,1,179,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,4.741,1,1,4,3,1256,17,1,1517479380.0,1517479380.0,0.0,0,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,4.741,1,1,4,1,1204,16,1,1517479440.0,1517479440.0,0.0,0,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,4.741,1,1,4,1,1285,16,1,1517479620.0,1517479620.0,0.0,0,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,19,0,0,0,0,0.017,1,0,2,101,5126,129,1,1361521320.0,1361521320.0,0.0,0,5,1,2,1,0,0,1,1,1,1,0,0,1,0,0,0
4,46,0,0,1,0,0.024,1,0,1,314,9012,292,1,1361521800.0,1361521800.0,0.0,0,7,1,2,1,1,1,1,1,0,1,1,0,0,0,0,1
0,2,0,0,0,0,6.27,1,1,4,4,1425,19,1,1517490960.0,1517490960.0,0.0,0,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,8,0,0,0,0,6.27,1,1,4,8,1804,37,1,1517491500.0,1517491500.0,0.0,0,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,8.219,3,1,3,3,259,8,1,1517909880.0,1520569200.0,2659320.0,0,9,1,37,1,1,1,1,1,1,1,1,1,0,1,0,0
1,1,0,0,0,0,8.353,3,1,3,2,783,18,1,1518174360.0,1520568240.0,2393880.0,0,9,1,37,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,10.595,1,1,12,7,468,10,1,1518603780.0,1518603780.0,0.0,0,9,0,135,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,10.597,1,1,12,1,130,8,1,1518604080.0,1518604080.0,0.0,0,9,0,135,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,10.597,1,1,12,3,220,9,1,1518604260.0,1518604260.0,0.0,0,9,0,135,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,0,10.307,1,1,12,3,280,8,1,1518604500.0,1518604500.0,0.0,0,9,0,135,1,1,1,1,1,1,1,1,1,0,0,0,0
0,2,0,0,0,0,3.926,2,1,7,1,1309,11,1,1518610140.0,1518610560.0,420.0,0,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,2,0,0,0,0,3.927,1,1,7,0,1250,13,1,1518610320.0,1518610320.0,0.0,0,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,3,0,0,0,0,3.927,1,1,7,2,1398,19,1,1518610500.0,1518610500.0,0.0,0,9,1,172,1,1,1,1,1,1,1,1,1,0,1,0,0
0,8,0,0,0,0,0.021,1,0,1,15,834,15,1,1362552780.0,1362552780.0,0.0,0,9,1,17,1,1,1,1,1,1,1,1,1,0,1,0,0
0,9,0,0,0,0,0.02,1,0,1,67,1677,57,1,1362553020.0,1362553020.0,0.0,0,9,1,17,1,1,1,1,1,1,1,1,1,0,1,0,0
2,12,0,0,2,0,0.026000000000000002,1,0,1,56,3367,78,1,1362553320.0,1362553320.0,0.0,0,1,1,17,1,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0,0,0,1,5.733,1,1,2,3,1634,33,1,1519630740.0,1519630740.0,0.0,0,9,1,25,1,1,1,1,1,1,1,1,1,0,1,0,0
1,0,0,0,0,1,5.734,1,1,2,0,1109,19,1,1519631040.0,1519631040.0,0.0,0,9,1,25,1,1,1,1,1,1,1,1,1,0,1,0,0
0,2,0,0,0,1,5.734,1,1,2,1,1210,19,1,1519631340.0,1519631340.0,0.0,0,9,1,25,1,1,1,1,1,1,1,1,1,0,1,0,0
0,2,0,0,0,1,5.7379999999999995,1,1,2,2,1626,21,1,1519640040.0,1519640040.0,0.0,0,9,1,25,1,1,1,1,1,1,1,1,1,0,1,0,0
0,854,0,4,0,0,6.736,8,1,1,39,41156,1103,1,1329810660.0,1374462360.0,44651700.0,4,1,1,85,0,0,0,1,0,0,0,0,0,0,1,0,0
0,740,0,3,0,0,0.865,5,0,1,25,36271,776,1,1329817860.0,1329919980.0,102120.0,3,1,1,42,0,0,0,0,0,0,1,0,0,0,1,0,0
2,69,0,0,0,0,0.017,1,0,1,65,4477,109,1,1362856680.0,1362856680.0,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
0,3,0,0,0,1,13.355,3,0,2,11,534,22,1,1363077300.0,1367858460.0,4781160.0,0,1,1,114,1,0,0,0,0,0,0,0,0,1,0,0,0
0,47,0,5,1,0,5.474,8,0,2,85,4259,201,1,1363082700.0,1368021420.0,4938720.0,5,1,1,20,0,0,1,0,0,0,0,0,0,0,1,0,0
0,6,0,1,0,0,8.171,4,0,2,31,1013,69,1,1363086000.0,1367864760.0,4778760.0,1,1,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
0,4,0,0,0,1,9.495,4,0,2,6,353,18,1,1363088700.0,1367859420.0,4770720.0,0,1,1,114,0,0,0,0,0,0,0,1,0,1,0,0,0
0,3,0,1,0,0,7.991,2,0,2,27,877,45,1,1363106580.0,1367719200.0,4612620.0,1,1,1,39,0,0,0,0,0,1,0,0,0,1,0,0,0
0,7,0,0,0,0,2.777,3,0,1,21,984,31,1,1363107900.0,1368135480.0,5027580.0,0,1,1,39,0,1,0,0,0,0,0,0,0,0,1,0,0
0,4,0,0,0,0,8.1,5,0,2,27,592,47,1,1363117380.0,1367942280.0,4824900.0,0,1,1,118,0,0,1,0,0,0,0,0,0,1,0,0,0
0,2,0,0,0,0,8.147,4,0,1,12,448,25,1,1363118220.0,1367937660.0,4819440.0,0,1,1,118,0,0,0,1,0,0,0,0,0,1,0,0,0
0,13,0,3,0,0,6.87,2,0,2,10,885,29,1,1363118340.0,1367591160.0,4472820.0,3,1,1,10,0,1,0,0,0,0,0,0,0,1,0,0,0
2,371,1,1,2,0,1.404,1,0,2,394,26062,803,1,1329838740.0,1329838740.0,0.0,2,1,1,28,0,0,1,0,0,0,0,0,0,0,0,0,1
2,30,0,0,0,1,24.111,6,0,3,155,2743,199,1,1363161840.0,1368034140.0,4872300.0,0,1,1,114,0,0,0,0,0,0,1,0,0,0,1,0,0
0,7,0,0,0,0,4.096,5,0,3,10,2620,35,1,1363181340.0,1368169140.0,4987800.0,0,1,1,209,0,0,0,1,0,0,0,0,0,0,1,0,0
0,5,0,1,0,0,5.295,4,0,2,23,766,36,1,1363263420.0,1367850000.0,4586580.0,1,1,1,39,0,0,0,0,0,0,0,1,0,1,0,0,0
0,22,0,6,0,0,0.18,3,0,1,9,1974,57,1,1363270200.0,1363523580.0,253380.0,6,9,1,10,1,1,1,1,1,1,1,1,1,0,1,0,0
0,6,0,0,0,0,5.483,2,0,2,30,1234,49,1,1363280040.0,1367827020.0,4546980.0,0,1,1,58,0,0,0,0,0,1,0,0,0,1,0,0,0
0,5,0,3,0,0,8.036,2,0,1,16,597,41,1,1363292940.0,1367854080.0,4561140.0,3,1,1,426,0,0,0,1,0,0,0,0,0,1,0,0,0
1,10,0,0,0,0,9.388,4,1,3,20,2101,54,1,1363293180.0,1457086740.0,93793560.0,0,9,1,426,1,1,1,1,1,1,1,1,1,1,0,0,0
0,19,0,0,2,0,13.361,4,0,3,67,2513,168,1,1363294800.0,1367858640.0,4563840.0,0,1,1,426,0,0,0,0,0,0,1,0,0,0,1,0,0
0,6,0,0,0,0,13.308,2,0,3,13,757,46,1,1363295580.0,1367856720.0,4561140.0,0,1,1,426,0,0,0,0,0,0,1,0,0,1,0,0,0
0,4,0,0,0,0,8.162,5,0,2,22,676,37,1,1363296300.0,1367859360.0,4563060.0,0,1,1,426,0,0,1,0,0,0,0,0,0,1,0,0,0
0,3,0,3,0,0,5.585,3,1,3,13,823,46,1,1363331220.0,1445835420.0,82504200.0,3,1,1,85,0,1,0,0,0,0,0,0,0,1,0,0,0
0,28,0,0,0,1,11.955,3,0,3,39,2401,78,1,1363348140.0,1367851740.0,4503600.0,0,9,1,114,1,1,1,1,1,1,1,1,1,1,0,0,0
0,6,0,0,0,0,5.582,4,0,5,24,1112,44,1,1363383660.0,1368114120.0,4730460.0,0,1,1,426,0,0,0,0,0,0,0,0,1,1,0,0,0
4,36,0,8,0,0,5.993,2,0,2,97,8201,522,1,1520652720.0,1538038560.0,17385840.0,8,9,0,74,1,1,1,1,1,1,1,1,1,0,0,0,0
0,27,0,1,0,0,13.511,15,0,2,81,2401,123,1,1363505520.0,1367864280.0,4358760.0,1,1,1,100,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4,0,3,0,0,13.58,9,0,1,21,554,48,1,1363505820.0,1367864460.0,4358640.0,3,1,1,100,0,0,1,0,0,0,0,0,0,0,1,0,0
0,7,0,0,0,0,5.373,8,0,2,14,666,32,1,1363506060.0,1368534780.0,5028720.0,0,1,1,100,0,0,1,0,0,0,0,0,0,1,0,0,0
0,13,0,3,0,0,5.345,7,0,2,12,979,49,1,1363506240.0,1367865120.0,4358880.0,3,1,1,100,0,0,1,0,0,0,0,0,0,1,0,0,0
0,9,0,3,0,0,24.094,7,0,1,40,1346,72,1,1363506660.0,1367865360.0,4358700.0,3,1,1,100,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,3,0,0,5.357,4,0,2,29,810,45,1,1363506720.0,1369034880.0,5528160.0,3,1,1,210,0,0,0,0,1,0,0,0,0,1,0,0,0
0,3,0,2,0,0,5.319,4,0,1,11,545,39,1,1363507800.0,1369037220.0,5529420.0,2,1,1,210,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,0,2,0,0,8.043,4,0,2,21,648,44,1,1363508340.0,1369039620.0,5531280.0,2,1,1,210,0,0,0,0,0,0,1,0,0,1,0,0,0
0,12,1,1,0,0,7.99,4,0,3,43,1208,77,1,1363508820.0,1369036380.0,5527560.0,2,1,1,210,0,0,0,0,0,0,1,0,0,0,1,0,0
0,5,2,2,0,0,5.366,4,0,3,14,701,34,1,1363509600.0,1369038000.0,5528400.0,4,1,1,210,0,0,1,0,0,0,0,0,0,1,0,0,0
0,4,0,2,0,0,8.13,4,0,3,14,623,31,1,1363510260.0,1369038600.0,5528340.0,2,1,1,210,0,0,0,1,0,0,0,0,0,1,0,0,0
0,12,0,3,0,0,3.176,9,0,3,26,1465,56,1,1363517520.0,1368455580.0,4938060.0,3,1,1,39,0,0,1,0,0,0,0,0,0,0,1,0,0
0,4,0,0,0,0,5.522,8,1,1,15,601,28,1,1363521180.0,1371351060.0,7829880.0,0,1,1,16,0,1,0,0,0,0,0,0,0,1,0,0,0
0,2,0,0,0,0,5.259,3,0,1,15,373,20,1,1363544280.0,1367861340.0,4317060.0,0,1,1,61,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,7.963,3,0,1,32,494,36,1,1363544400.0,1367861460.0,4317060.0,0,1,1,61,0,0,0,0,0,0,0,0,1,1,0,0,0
1,4,0,0,1,0,9.635,3,0,1,21,506,33,1,1363545180.0,1367861580.0,4316400.0,0,9,1,61,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,28.089,4,0,1,19,287,28,1,1363545420.0,1368192360.0,4646940.0,0,9,1,61,1,1,1,1,1,1,1,1,1,1,0,0,0
0,7,0,0,0,0,28.695,4,0,1,23,540,30,1,1363545540.0,1368192600.0,4647060.0,0,9,1,61,1,1,1,1,1,1,1,1,1,1,0,0,0
0,8,0,0,0,0,14.145,3,0,1,55,1379,76,1,1363611480.0,1368501960.0,4890480.0,0,2,1,266,0,0,0,0,0,1,0,1,0,0,1,0,0
0,1,0,0,0,0,0.055,1,0,1,0,52,0,1,1363744740.0,1579513080.0,215768340.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8.334,4,1,5,2,1067,13,1,1521046800.0,1527015300.0,5968500.0,0,9,1,31,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,8.335,4,1,5,2,1004,15,1,1521050580.0,1527014940.0,5964360.0,0,9,1,31,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,8.335,4,1,5,2,1052,12,1,1521053400.0,1527014760.0,5961360.0,0,9,1,31,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,8.334,6,1,5,7,1456,22,1,1521054840.0,1527014460.0,5959620.0,0,9,1,31,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,6.594,4,1,5,2,1524,20,1,1521055620.0,1526908380.0,5852760.0,0,9,1,31,1,1,1,1,1,1,1,1,1,0,1,0,0
4,1225,2,3,0,0,4.286,10,1,2,192,38543,1312,1,1364170740.0,1387487040.0,23316300.0,5,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,2,0,0,0,1,8.622,3,1,5,6,1643,31,1,1521900120.0,1522237800.0,337680.0,0,9,1,263,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,1,8.63,2,1,5,8,1295,19,1,1521900480.0,1522237980.0,337500.0,0,9,1,263,1,1,1,1,1,1,1,1,1,0,1,0,0
0,5,0,0,0,1,8.624,2,1,5,3,1472,18,1,1521901140.0,1522238100.0,336960.0,0,9,1,263,1,1,1,1,1,1,1,1,1,0,1,0,0
0,2,0,0,0,1,6.79,2,1,5,6,1730,30,1,1521901500.0,1522238160.0,336660.0,0,9,1,263,1,1,1,1,1,1,1,1,1,0,1,0,0
1,14,1,1,0,0,0.091,1,0,2,23,6617,172,1,1522898220.0,1522898220.0,0.0,2,0,1,33,0,0,0,0,0,0,0,0,0,0,0,1,0
0,30,0,4,0,0,9.568,1,1,4,56,7492,376,1,1522907820.0,1522907820.0,0.0,4,9,1,224,1,1,1,1,1,1,1,1,1,1,0,0,0
0,40,0,6,0,0,5.742,1,1,4,35,5976,259,1,1523009820.0,1523009820.0,0.0,6,1,1,172,0,0,0,0,0,1,0,0,0,0,1,0,0
0,2,0,0,0,0,5.831,1,1,2,4,1587,22,1,1523176200.0,1523176200.0,0.0,0,9,1,380,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,5.831,1,1,2,1,1118,10,1,1523176320.0,1523176320.0,0.0,0,9,1,380,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,5.831,1,1,2,5,1238,6,1,1523176560.0,1523176560.0,0.0,0,9,1,380,1,1,1,1,1,1,1,1,1,0,1,0,0
0,2,0,1,0,0,5.832,1,1,2,1,1664,12,1,1523176740.0,1523176740.0,0.0,1,9,1,380,1,1,1,1,1,1,1,1,1,0,1,0,0
0,5,0,0,0,0,5.832,1,1,2,5,2097,22,1,1523176980.0,1523176980.0,0.0,0,9,1,380,1,1,1,1,1,1,1,1,1,0,1,0,0
58,344,2,2,353,0,14.06,2,1,2,838,150738,6977,1,1523530680.0,1545472140.0,21941460.0,4,1,1,15,1,0,0,0,0,0,0,0,0,0,0,1,0
0,29,0,2,0,0,11.033,10,1,12,19,6048,192,1,1523799240.0,1580015280.0,56216040.0,2,9,1,37,1,1,1,1,1,1,1,1,1,0,1,0,0
0,8,0,0,0,0,24.005,4,0,2,33,1067,41,1,1364896500.0,1367895780.0,2999280.0,0,1,1,52,0,0,0,0,0,0,0,1,0,1,0,0,0
0,5,0,0,0,0,5.233,4,0,2,6,548,19,1,1364902560.0,1367892840.0,2990280.0,0,1,1,52,0,0,0,0,0,0,1,0,0,1,0,0,0
5,1229,0,3,0,0,4.506,4,1,1,254,47817,1441,1,1364959680.0,1372717140.0,7757460.0,3,1,1,100,0,0,1,0,0,0,0,0,0,0,1,0,0
45,211,0,8,3,0,5.559,3,1,4,412,86408,3684,1,1524281040.0,1582626420.0,58345380.0,8,1,1,78,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,5.194,2,1,4,1,69,3,1,1524806520.0,1551505920.0,26699400.0,0,9,1,13,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,5.196,2,1,4,0,109,3,1,1524806760.0,1551506100.0,26699340.0,0,9,1,13,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,5.198,2,1,4,0,76,3,1,1524807060.0,1551506220.0,26699160.0,0,9,1,13,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,5.199,2,1,5,1,184,9,1,1524807300.0,1551506340.0,26699040.0,0,9,1,13,1,1,1,1,1,1,1,1,1,0,1,0,0
3,204,0,4,2,0,2.781,6,1,3,71,6222,426,1,1365260460.0,1371093000.0,5832540.0,4,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
4,833,0,5,0,0,3.586,8,1,1,208,31741,965,1,1365320040.0,1371286260.0,5966220.0,5,1,1,95,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,1,3,15,0,12.932,2,1,3,231,43428,2145,1,1525264680.0,1525265220.0,540.0,4,1,1,118,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,4.633,6,1,4,2,238,9,1,1525591380.0,1525720020.0,128640.0,0,9,1,65,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,4.836,4,1,4,2,204,5,1,1525592640.0,1525720560.0,127920.0,0,9,1,65,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,6.506,3,1,4,0,80,4,1,1525595100.0,1525711860.0,116760.0,0,9,1,65,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,6.506,4,1,4,1,124,5,1,1525596480.0,1525718040.0,121560.0,0,9,1,65,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,0,6.506,3,1,4,1,340,13,1,1525597620.0,1525718400.0,120780.0,0,9,1,65,1,1,1,1,1,1,1,1,1,0,1,0,0
0,5,0,0,0,0,5.001,4,1,7,3,597,15,1,1525600140.0,1525720440.0,120300.0,0,9,1,65,1,1,1,1,1,1,1,1,1,0,1,0,0
55,223,0,5,5,0,6.947,8,1,8,93,36811,2236,1,1525647000.0,1526683800.0,1036800.0,5,1,1,93,0,0,0,1,0,0,0,0,0,0,1,0,0
22,161,1,3,145,0,13.928,2,1,3,350,89691,4204,1,1526097540.0,1633847160.0,107749620.0,4,1,1,139,0,1,0,0,0,0,0,0,0,0,0,1,0
0,2,0,0,0,0,5.185,1,1,3,6,1258,20,1,1526494440.0,1526494440.0,0.0,0,9,1,25,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,5.092,1,1,3,1,1516,14,1,1526495280.0,1526495280.0,0.0,0,9,1,25,1,1,1,1,1,1,1,1,1,0,1,0,0
0,1,0,0,0,0,5.094,1,1,3,3,1313,18,1,1526497260.0,1526497260.0,0.0,0,9,1,25,1,1,1,1,1,1,1,1,1,0,1,0,0
7,519,0,2,0,0,6.864,6,1,2,114,30342,1029,1,1365856800.0,1452172740.0,86315940.0,2,1,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0
0,792,0,1,0,0,0.267,3,0,1,43,18790,340,1,1318515060.0,1327951200.0,9436140.0,1,1,1,209,0,0,0,1,0,0,0,0,0,0,1,0,0
3,418,0,5,0,0,6.599,6,1,1,82,19180,805,1,1366014600.0,1370964840.0,4950240.0,5,1,1,209,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,1,2,151,0,14.396,4,1,5,515,90700,4275,1,1527241200.0,1542178080.0,14936880.0,3,1,1,118,0,0,0,0,0,1,0,0,0,0,0,1,0
0,25,0,0,2,0,0.018000000000000002,1,0,1,151,5657,229,1,1366110060.0,1366110060.0,0.0,0,9,1,6,1,1,1,1,1,1,1,1,1,1,0,0,0
0,47,0,0,0,0,0.04,1,0,1,301,21581,586,1,1366110180.0,1366110180.0,0.0,0,9,1,6,1,1,1,1,1,1,1,1,1,0,1,0,0
1,5,0,3,0,0,6.933,2,1,3,15,2235,84,1,1527419580.0,1539073740.0,11654160.0,3,1,1,116,0,0,0,0,1,0,0,0,0,1,0,0,0
3,52,0,0,0,0,8.367,2,0,2,43,10818,297,1,1366166760.0,1366872120.0,705360.0,0,9,1,76,1,1,1,1,1,1,1,1,1,0,1,0,0
0,0,0,0,0,2,4.836,5,1,9,3,1410,10,1,1527461700.0,1530228300.0,2766600.0,0,9,1,8,1,1,1,1,1,1,1,1,1,0,1,0,0
0,3,0,0,0,0,8.732,1,1,13,4,1693,35,1,1527626580.0,1527626580.0,0.0,0,9,1,30,1,1,1,1,1,1,1,1,1,0,1,0,0
1,3,0,0,0,0,8.732,1,1,13,4,1937,45,1,1527626940.0,1527626940.0,0.0,0,9,1,30,1,1,1,1,1,1,1,1,1,0,1,0,0
